CustomerId,FirstName,LastName,Country,City,BirthDate
57,Cheryl,Morse,Belgium,Antwerp,04/02/1991
58,Janell,Chaney,Portugal,Braga,10/26/1942
59,Rhonda,Mooney,France,Paris,11/18/1993
60,Glenna,Bishop,Belgium,Brussels,11/03/1956
61,Scotty,Harrison,Portugal,Lisbon,09/09/1994
62,Everett,Bender,Portugal,Lisbon,07/16/1949
63,Jerald,Black,Portugal,Lisbon,02/23/1942
64,Rena,Graves,Portugal,Lisbon,03/05/1983
65,Rebekah,McGowan,Portugal,Lisbon,04/22/1978
66,Karl,Dean,England,London,07/22/1957
67,Lorna,Knight,England,London,03/21/2000
68,Lacy,Guy,Belgium,Brussels,10/03/1955
69,Madelyn,Carrillo,France,Paris,05/16/1971
70,Porter,Pace,Portugal,Porto,01/17/1984
71,Shelby,Ferrell,Portugal,Lisbon,11/02/1957
72,Marta,Parsons,Belgium,Brussels,02/25/1991
73,Quentin,Lara,Belgium,Brussels,08/14/1948
74,Kasey,Owen,Belgium,Brussels,10/25/1942
75,Maxwell,Walter,Belgium,Brussels,05/26/1994
76,Terrie,Cruz,Portugal,Lisbon,03/12/1951
77,Dolly,Boyer,Belgium,Antwerp,09/17/1969
78,Chet,Knowles,Ireland,Tralee,04/27/1968
79,Caleb,Mullins,Belgium,Brussels,04/16/1943
80,Krystal,Daniel,England,London,05/17/1987
81,Deana,Blevins,England,Liverpool,06/15/1978
82,Pauline,Wilder,England,Manchester,09/03/1951
83,Victor,Payne,Portugal,Lisbon,06/05/1999
84,Hazel,Harper,Portugal,Porto,08/25/1970
85,Jeannine,Cannon,Belgium,Brussels,09/22/1951
86,Shauna,Talley,England,Manchester,03/23/1974
87,Bethany,Cherry,England,London,10/06/1976
88,Angelo,Puckett,Belgium,Brussels,05/23/1981
89,Dominick,Malone,France,Paris,09/08/1973
90,Myrna,Love,England,Liverpool,01/01/1986
91,Filiberto,Tyler,Belgium,Brussels,08/25/1976
92,Cortez,Thompson,England,Manchester,01/11/1986
93,Kristy,Chase,Portugal,Lisbon,06/19/1967
94,Francis,Hurley,Portugal,Porto,03/13/1986
95,Saul,Lynn,England,Liverpool,09/18/1988
96,Ray,Dillon,England,Liverpool,07/09/1976
97,Jamar,Quinn,Portugal,Lisbon,11/22/1989
98,Tisha,Cobb,Ireland,Tralee,05/16/1967
99,Marisa,Knapp,Portugal,Lisbon,05/13/1993
100,Leslie,McClain,Portugal,Porto,10/16/1987
101,Bernadine,Harper,England,London,11/21/1950
102,Spencer,Waters,England,Liverpool,06/23/1967
103,Jayson,Boone,England,Liverpool,05/09/1991
104,Rosalie,Conrad,England,London,07/03/1996
105,Beulah,McClure,Portugal,Lisbon,07/23/1984
106,Kerry,Stout,Ireland,Limerick,11/22/1944
107,Carla,Thornton,Belgium,Brussels,11/24/2002
108,Daron,McLaughlin,Ireland,Limerick,04/09/1948
109,Major,Nixon,Portugal,Lisbon,09/13/1954
110,Hai,Matthews,Portugal,Lisbon,08/17/1988
111,Nolan,Boone,Ireland,Tralee,04/18/2000
112,Ian,Peterson,Belgium,Brussels,06/13/1949
113,Dominick,Clay,Ireland,Tralee,09/12/1972
114,Candy,Dickerson,England,Liverpool,08/20/1958
115,Elvira,Jarvis,England,London,03/01/1979
116,Benton,Bryan,Portugal,Porto,01/22/1991
117,Ed,Ray,England,London,10/25/2000
118,Colton,Frost,England,Liverpool,02/06/1981
119,Darla,Nieves,Portugal,Lisbon,02/24/1956
120,Dallas,Potts,England,Liverpool,09/25/2001
121,Dawn,Mann,England,Manchester,06/13/1967
122,Donnie,Merritt,Belgium,Brussels,09/22/1978
123,Joni,Hughes,Portugal,Porto,11/04/1986
124,Bart,Monroe,Ireland,Limerick,08/09/1977
125,Francisca,Moore,Portugal,Porto,09/01/1980
126,Osvaldo,Sanchez,Portugal,Porto,07/25/1947
127,Sabrina,Oliver,Portugal,Lisbon,10/07/1961
128,Santos,Johns,Portugal,Lisbon,03/07/1943
129,Mel,Maldonado,Belgium,Brussels,08/15/1986
130,Pablo,Alston,Portugal,Lisbon,01/05/1951
131,Virgil,Marshall,England,London,03/27/1991
132,Tony,Harding,Belgium,Brussels,01/09/1960
133,Alyssa,Frederick,Belgium,Antwerp,06/13/1990
134,Vernon,Rice,Portugal,Porto,06/10/1949
135,Aline,Vaughn,Portugal,Lisbon,06/20/1966
136,Erasmo,Horton,Belgium,Brussels,04/10/1968
137,Michael,Guzman,Portugal,Porto,10/02/1954
138,Carey,Whitehead,England,Liverpool,03/19/1977
139,Jed,Carlson,Portugal,Porto,07/01/1948
140,Vonda,Townsend,England,Liverpool,02/18/1995
141,Lloyd,Shepard,Ireland,Tralee,10/04/1951
142,Jonas,Mueller,Belgium,Brussels,01/18/1988
143,Summer,Clements,Belgium,Brussels,11/27/1980
144,Kirby,Parsons,England,Manchester,11/08/1983
145,Jordon,Madden,Ireland,Tralee,07/17/1965
146,Brendon,Durham,Portugal,Porto,05/13/1993
147,Garrett,Vega,Ireland,Tralee,01/17/1985
148,Diego,Galloway,England,Manchester,09/11/1955
149,Selma,Sandoval,Ireland,Limerick,02/12/1971
150,Jarrod,Myers,Portugal,Lisbon,04/08/1997
151,Donnie,Bowen,Ireland,Tralee,03/24/1988
152,Miranda,Crosby,England,London,08/19/2002
153,Phil,Lambert,France,Paris,06/12/1986
154,Reuben,Cain,Belgium,Brussels,01/27/1960
155,Sophie,Velez,England,London,03/16/1961
156,Joanna,Hill,Portugal,Porto,09/07/1967
157,Ronnie,McDowell,Ireland,Tralee,10/21/1991
158,Rita,Harris,Ireland,Tralee,06/13/1943
159,Abe,Glass,Portugal,Porto,07/17/1961
160,Catherine,Bradford,England,London,07/20/1980
161,Dalton,Nelson,Portugal,Braga,11/08/1987
162,Terrence,Estes,Portugal,Porto,01/16/1943
163,Ken,Burns,England,Liverpool,06/23/1988
164,Archie,Schmidt,England,Birmingham,09/07/1979
165,Dorothy,Cherry,Belgium,Brussels,08/23/1948
166,Jonas,Hays,England,London,01/16/1961
167,Tad,Watts,Portugal,Lisbon,07/06/1949
168,Katy,Tucker,Portugal,Lisbon,03/01/1991
169,Rena,Chan,Portugal,Porto,07/15/1997
170,Gertrude,Logan,England,London,04/26/1954
171,Carolina,Wiley,Portugal,Lisbon,11/19/1998
172,Everett,Morton,Portugal,Lisbon,09/06/1943
173,Ollie,Colon,England,London,01/23/1972
174,Jacquelyn,Brady,England,London,08/22/1972
175,Olga,Webster,Belgium,Brussels,10/05/1954
176,Virgie,Forbes,Portugal,Lisbon,07/17/1949
177,Hollie,Conway,England,Manchester,04/17/1989
178,Winnie,Sherman,Belgium,Brussels,01/27/1978
179,Nancy,Bullock,England,Liverpool,09/23/1944
180,Carol,Hobbs,Portugal,Lisbon,10/04/1961
181,Wilbur,Jensen,Ireland,Tralee,06/17/1942
182,Elvira,Howell,England,Liverpool,06/03/1985
183,Chuck,Rodgers,Portugal,Porto,01/26/1987
184,Brandon,Downs,Portugal,Porto,09/23/1956
185,Jude,Conrad,Portugal,Lisbon,11/16/1980
186,Marsha,Byrd,Portugal,Porto,09/13/1995
187,Rachael,Johnston,England,London,02/14/1957
188,Dino,Nash,Portugal,Lisbon,04/19/1984
189,Nigel,Bender,Belgium,Antwerp,05/14/1981
190,Dana,Prince,England,Liverpool,06/23/1977
191,Bud,Hickman,Ireland,Limerick,08/21/1966
192,John,Mercado,Belgium,Antwerp,01/20/1994
193,Monty,Rosales,Portugal,Porto,07/17/1947
194,Dewey,Klein,Ireland,Tralee,05/27/1963
195,Earnestine,Bernard,England,Manchester,04/05/1946
196,Teresa,Walls,England,Manchester,02/19/1983
197,June,Jennings,England,Manchester,04/15/1944
198,Victor,Cleveland,Belgium,Brussels,07/10/1982
199,Willie,Luna,England,Birmingham,10/22/1945
200,Joseph,Conway,England,Liverpool,10/22/1993
201,Terra,McPherson,England,London,11/04/1954
202,Napoleon,Ellis,Portugal,Braga,06/08/1968
203,Daisy,Banks,Portugal,Lisbon,02/11/1984
204,Doug,Franco,England,Liverpool,07/26/1980
205,Janette,Rodriquez,Ireland,Tralee,08/22/1981
206,Lon,Hendrix,Portugal,Braga,09/11/1989
207,Chet,Holman,France,Paris,04/23/1968
208,Brooke,McCray,Portugal,Porto,10/27/1946
209,Prince,Franco,Belgium,Antwerp,03/01/1952
210,Isiah,Byers,England,Manchester,10/22/1955
211,Harley,Silva,Ireland,Limerick,07/23/1968
212,Connie,Ayala,England,Liverpool,06/22/1958
213,Edmundo,Peterson,Belgium,Brussels,11/10/1967
214,Jamaal,Madden,Belgium,Brussels,09/21/1966
215,Wanda,McLeod,Portugal,Lisbon,03/19/1991
216,Lane,Stokes,Belgium,Brussels,07/07/1997
217,Adolfo,Calderon,Portugal,Lisbon,08/21/2000
218,Eliza,Burch,Portugal,Lisbon,01/23/1961
219,Vicente,Ashley,England,London,07/27/1993
220,Renaldo,Pitts,Ireland,Limerick,04/15/1962
221,Otis,Carver,Portugal,Porto,02/06/1962
222,Jan,Strickland,Ireland,Tralee,07/03/1965
223,Jo,Clements,England,Birmingham,02/16/1953
224,Lynda,Shannon,Portugal,Lisbon,10/20/1955
225,Jacklyn,Valdez,Portugal,Lisbon,04/25/1996
226,Dante,Lancaster,England,Liverpool,11/13/1989
227,Judy,Byers,Ireland,Tralee,07/03/1969
228,Phil,Castaneda,England,Liverpool,06/09/1997
229,Hilary,Herring,Portugal,Lisbon,05/09/1962
230,Marion,Workman,England,London,08/07/2002
231,Wiley,Hampton,Portugal,Porto,09/21/1947
232,Mabel,Baldwin,England,Birmingham,02/19/1989
233,Augusta,Patel,England,Liverpool,03/04/1997
234,Nikki,Pate,Portugal,Braga,08/25/1968
235,Gilbert,Mitchell,Portugal,Lisbon,02/05/1962
236,Vera,Tran,England,Liverpool,08/04/1989
237,Ismael,Riggs,Belgium,Brussels,06/21/1961
238,Eunice,Newton,Ireland,Tralee,10/01/1942
239,Toby,Brown,Belgium,Brussels,02/17/1974
240,Julia,Allen,Portugal,Lisbon,02/12/1967
241,Sasha,Tyson,Portugal,Porto,03/07/1964
242,Cindy,Rocha,Portugal,Lisbon,10/14/1948
243,Elisa,Poole,Ireland,Tralee,05/12/1977
244,Elvia,Riggs,England,London,02/05/1997
245,Brock,Fernandez,Ireland,Tralee,02/24/1987
246,James,Rivera,Portugal,Lisbon,08/21/1977
247,Eugenio,Richards,Belgium,Brussels,04/15/1961
248,Guillermo,Carrillo,England,Liverpool,10/19/1986
249,Norbert,Rice,France,Paris,10/22/1949
250,Ladonna,Gonzales,England,London,04/10/1995
251,Von,Richardson,Ireland,Limerick,09/16/1944
252,Alexis,Brock,England,London,06/03/1983
253,Arlene,Hahn,England,London,08/05/1999
254,Marlin,Mendez,Portugal,Porto,02/24/1983
255,Eula,Howard,Portugal,Lisbon,10/01/1983
256,Cleo,Wiggins,Ireland,Limerick,05/23/1999
257,Sherri,Garner,Portugal,Porto,01/07/1989
258,Jeffery,Whitley,France,Paris,01/24/1963
259,Heather,Adams,England,Manchester,04/23/2000
260,Elise,Larson,England,Liverpool,03/17/1999
261,Augusta,Gentry,Portugal,Lisbon,10/20/1966
262,Yvette,Duke,Belgium,Brussels,06/03/1953
263,Lottie,Barlow,Ireland,Limerick,11/17/1983
264,Robin,Jackson,Belgium,Brussels,03/08/1961
265,Olen,Hoover,Portugal,Porto,02/22/1999
266,Tyree,Noble,England,London,04/14/1972
267,Burt,Howell,England,London,05/07/1993
268,Earline,Key,Belgium,Antwerp,11/12/1944
269,Lana,Francis,Belgium,Brussels,05/06/1988
270,Patti,Bridges,Portugal,Braga,11/26/1945
271,Carmelo,Key,Portugal,Porto,01/14/1964
272,Mason,Chase,England,London,11/02/1952
273,Aisha,Knapp,Portugal,Porto,06/18/1971
274,Jason,Vasquez,Portugal,Lisbon,09/19/1991
275,Jackie,Jackson,Portugal,Lisbon,09/18/1963
276,Anna,Davidson,Portugal,Lisbon,05/09/1950
277,Josephine,Foreman,Belgium,Brussels,01/08/1950
278,Weldon,McKnight,Portugal,Lisbon,03/04/1953
279,Luz,Andrews,England,London,06/21/2000
280,Corine,Wong,Belgium,Brussels,03/04/1972
281,Caitlin,Hebert,Portugal,Lisbon,04/06/1942
282,Bradly,Molina,England,London,04/13/1959
283,Harris,Medina,Portugal,Lisbon,02/01/1952
284,Augustus,Williams,Portugal,Lisbon,01/07/1970
285,Vilma,Kelley,Portugal,Porto,07/12/1960
286,Joesph,McBride,Portugal,Porto,06/10/1974
287,Brittney,Shepherd,England,London,09/05/1958
288,Araceli,Roth,Belgium,Brussels,03/20/1991
289,Corrine,Underwood,England,Liverpool,11/16/1955
290,Marty,Adams,England,London,11/10/2002
291,Danny,Rivas,Portugal,Porto,06/18/1997
292,Lindsey,Franks,Belgium,Brussels,03/07/1942
293,Terra,Gay,Belgium,Brussels,01/13/1950
294,Karla,Reynolds,Portugal,Lisbon,08/02/1990
295,Shaun,Roberts,Ireland,Tralee,10/22/1997
296,Cortez,Anthony,Belgium,Brussels,10/26/1978
297,Lucinda,Finley,England,London,09/10/1949
298,Carey,Crosby,England,London,02/13/1968
299,Charlie,Holt,Belgium,Brussels,07/27/1976
300,Lucien,West,England,London,05/01/1977
301,Kendrick,Cherry,Ireland,Tralee,02/07/1958
302,Gay,Frye,England,Liverpool,05/05/1991
303,Calvin,Sosa,Portugal,Porto,11/22/1960
304,Dorian,Cline,England,Liverpool,08/08/1943
305,Ada,Henderson,Portugal,Porto,09/25/1999
306,Mario,Bennett,France,Paris,11/02/1986
307,Lanny,Dillon,England,London,06/17/1964
308,Opal,Russo,Portugal,Lisbon,09/04/1960
309,Phyllis,Torres,Ireland,Tralee,05/26/1975
310,Eloy,Kim,Ireland,Tralee,10/14/1981
311,Valentin,Neal,Portugal,Porto,07/12/1968
312,Alton,Davis,France,Paris,05/12/1959
313,Sabrina,Valencia,England,London,04/15/1987
314,Stanton,Kirkland,Belgium,Brussels,04/10/1990
315,Bryce,Oneill,Portugal,Porto,06/14/1953
316,Rogelio,Hopkins,Portugal,Lisbon,07/16/1946
317,Kerri,Fisher,England,Liverpool,01/14/1975
318,Reba,Haney,England,Manchester,08/08/1980
319,Rudolph,Clemons,England,London,10/27/1950
320,Colby,Powers,Belgium,Antwerp,08/05/1977
321,Dalton,Todd,Ireland,Tralee,07/07/1994
322,Kate,Dillard,Belgium,Brussels,07/01/1997
323,Jonah,Meyers,Belgium,Brussels,03/01/1994
324,Tami,Thomas,England,London,11/10/1984
325,Karin,Maynard,England,London,06/16/1954
326,Jackson,Fletcher,England,Liverpool,09/11/1973
327,Santo,Franks,England,Liverpool,06/26/1952
328,Merlin,Russo,Ireland,Tralee,11/05/1992
329,Rolland,Parrish,Ireland,Tralee,09/08/1996
330,Alison,Chase,Ireland,Tralee,06/17/1975
331,Darla,Hall,England,Liverpool,05/20/1980
332,June,Bray,England,London,11/15/2001
333,Patti,Delgado,England,London,04/24/1951
334,Ashlee,Barnett,Belgium,Brussels,04/04/1953
335,Bobbie,Drake,Portugal,Porto,03/10/1948
336,Abraham,Oneil,Belgium,Brussels,05/02/1989
337,Jaime,Mendez,Portugal,Lisbon,10/06/2000
338,Leonel,Roach,Belgium,Brussels,05/17/1997
339,Robyn,Duffy,Portugal,Lisbon,07/13/1993
340,Wanda,McMillan,Ireland,Limerick,10/20/1966
341,Ezekiel,Bradshaw,Portugal,Lisbon,03/17/2000
342,Lilian,Lester,Portugal,Lisbon,05/26/1993
343,Vicente,Golden,England,Liverpool,04/12/1991
344,Estela,Walsh,Ireland,Limerick,05/01/1942
345,Michael,Holt,Belgium,Brussels,09/27/1973
346,Blake,Frazier,Portugal,Lisbon,06/15/1969
347,Madeleine,Pena,Portugal,Lisbon,10/26/1987
348,Numbers,Hobbs,Belgium,Antwerp,02/03/1992
349,Loretta,Decker,England,Liverpool,10/07/1963
350,Lauren,McKee,England,Birmingham,02/03/1963
351,Dan,Kirby,Ireland,Tralee,07/21/1951
352,Corine,Valdez,Portugal,Lisbon,03/02/1955
353,Andrea,Gaines,England,London,07/27/1986
354,Etta,Levine,England,London,07/16/1988
355,Geraldo,Trevino,Portugal,Porto,04/06/1985
356,Shelby,Hoffman,Belgium,Antwerp,10/11/1964
357,Maryellen,Allen,England,London,11/14/1951
358,Jenny,Butler,Belgium,Brussels,10/03/1964
359,Lucy,Jacobs,England,Liverpool,03/13/1992
360,Tyrone,Parks,England,London,05/19/1981
361,Vance,Jimenez,Portugal,Porto,01/10/1945
362,Brett,Parker,England,Birmingham,04/15/1951
363,Heath,Gilbert,England,Liverpool,07/08/1946
364,Efren,Trevino,England,Birmingham,04/12/1954
365,Audra,Raymond,Belgium,Brussels,09/09/1989
366,Ezekiel,Schneider,Belgium,Brussels,04/21/1989
367,Margret,Lowe,Ireland,Limerick,08/01/1972
368,Lakeisha,Estrada,Portugal,Lisbon,01/08/1962
369,Denise,Savage,Portugal,Lisbon,07/01/1971
370,Danny,Hubbard,England,London,03/05/1990
371,Addie,Mercer,England,London,11/07/1972
372,Deirdre,Yates,England,London,09/13/1992
373,Alma,Deleon,Portugal,Lisbon,05/26/1944
374,Merrill,Nelson,Belgium,Brussels,10/25/1973
375,Shari,Coffey,Portugal,Porto,08/02/1990
376,Helene,Beasley,England,Liverpool,10/13/1997
377,Jordan,Franco,Ireland,Tralee,10/17/1997
378,Waylon,Ross,Portugal,Porto,11/26/1960
379,Adele,Ferrell,Portugal,Porto,02/19/1999
380,Carol,Rosa,Portugal,Lisbon,03/17/2001
381,Giuseppe,Cook,England,Manchester,02/11/1990
382,Lyle,Barton,Portugal,Lisbon,08/26/1965
383,Flossie,Molina,Portugal,Lisbon,03/08/1946
384,Rory,George,Ireland,Tralee,09/06/1984
385,Adele,Poole,Portugal,Lisbon,06/14/1999
386,Pete,Mosley,Ireland,Tralee,09/01/1945
387,Cherie,Bradford,England,Liverpool,05/01/1949
388,Jarod,Munoz,Portugal,Porto,06/13/1965
389,Alison,Daugherty,England,Liverpool,08/23/1984
390,Sherman,Gilmore,England,London,10/17/1998
391,Helena,Thomas,Portugal,Braga,07/18/1944
392,Emile,Travis,England,London,02/20/1993
393,Kory,White,England,London,05/16/1963
394,Wilma,Ramos,England,Liverpool,10/21/1973
395,Kermit,Vega,England,Liverpool,06/08/1970
396,Jasper,Griffith,England,London,06/27/1971
397,Hershel,Castillo,England,Liverpool,02/24/1961
398,Royce,Richmond,Portugal,Porto,10/07/1962
399,Luke,Byrd,Portugal,Porto,06/26/1985
400,Wes,Kerr,Portugal,Lisbon,07/01/1961
401,Eugenio,Valentine,Portugal,Lisbon,09/16/1975
402,Susana,Noel,Belgium,Brussels,04/26/1995
403,Wilton,Best,Portugal,Lisbon,09/22/1982
404,Rodrick,Lowe,Portugal,Braga,07/24/1954
405,Jonathan,Doyle,Portugal,Lisbon,06/08/1951
406,Nelson,Barker,Portugal,Lisbon,05/06/1995
407,Eliza,Maynard,Portugal,Lisbon,05/27/1983
408,Genevieve,Callahan,Ireland,Tralee,06/21/1981
409,Edna,Fletcher,Belgium,Antwerp,01/22/1944
410,Elba,Wiggins,England,Liverpool,02/27/1952
411,Enoch,Cannon,England,London,09/24/1979
412,Lyle,Sosa,England,Manchester,04/24/2001
413,Cheryl,Burnett,Portugal,Porto,08/10/1966
414,Kelly,House,England,Liverpool,05/04/1977
415,Dillon,Reese,Belgium,Brussels,01/03/1998
416,Charlotte,Welch,England,Liverpool,02/26/1997
417,Ann,Levy,England,Manchester,10/15/1992
418,Augustus,Ortega,Portugal,Lisbon,08/22/1947
419,Evangelina,Frazier,Portugal,Porto,05/16/1973
420,Nannie,Jacobson,England,Manchester,10/11/1961
421,Otis,Key,Portugal,Porto,09/01/1971
422,Loyd,Michael,Portugal,Lisbon,06/26/1979
423,Arlie,Middleton,England,Birmingham,03/10/2000
424,Rebekah,Freeman,Belgium,Brussels,04/26/1948
425,Monte,Dickson,Portugal,Braga,09/14/1969
426,Tabitha,Puckett,England,Liverpool,10/17/1986
427,Rita,Bates,Portugal,Porto,07/13/1972
428,Bret,Burris,Belgium,Brussels,10/17/1978
429,Stewart,Dunlap,England,Liverpool,09/22/1969
430,Cassie,Landry,England,Liverpool,11/15/1961
431,Michael,Yates,England,Liverpool,06/27/1943
432,Rico,Blankenship,Ireland,Tralee,08/15/1986
433,Houston,Gates,Portugal,Lisbon,01/15/1996
434,Janette,Brooks,Ireland,Tralee,09/08/1978
435,Noble,Velasquez,Belgium,Brussels,01/10/1987
436,Hunter,Gutierrez,France,Paris,10/12/1983
437,Rick,Rocha,Portugal,Braga,07/16/1942
438,Javier,Richmond,Portugal,Lisbon,01/20/1966
439,Felix,Bradley,Belgium,Brussels,11/20/1972
440,Coy,Watts,Portugal,Lisbon,10/25/1948
441,Alissa,Ayers,Portugal,Braga,07/20/1983
442,Zackary,Shepherd,Portugal,Lisbon,07/03/1970
443,Eldridge,McMahon,Belgium,Brussels,04/20/1959
444,Rose,Cote,Ireland,Tralee,06/27/1993
445,Lorenzo,United Kingdom,Ireland,Tralee,07/25/1959
446,Jenna,Boyle,Portugal,Porto,06/19/1998
447,Rubin,Noble,Portugal,Braga,10/03/2002
448,Edwina,Rivers,Portugal,Lisbon,09/20/1968
449,Tia,Butler,England,Liverpool,06/14/1951
450,Marquis,Vargas,Portugal,Porto,01/22/1997
451,Vance,Coleman,Portugal,Braga,01/17/2002
452,Adam,Ewing,Ireland,Tralee,09/03/1946
453,Chas,Hood,Belgium,Brussels,03/12/1999
454,Wesley,Mann,England,London,01/13/1973
455,Theo,Valdez,Portugal,Porto,02/05/1965
456,Jean,Roy,Belgium,Brussels,11/27/1949
457,Miranda,Santos,Belgium,Brussels,03/02/1956
458,Rosella,Ewing,Ireland,Limerick,11/04/1986
459,Randall,Bernard,Portugal,Lisbon,07/09/1953
460,Harold,Forbes,France,Paris,11/22/1956
461,Joey,Grant,Portugal,Braga,01/20/1953
462,Ariel,Buchanan,Portugal,Porto,02/04/1975
463,Odessa,Montoya,England,London,01/25/1945
464,Grover,Hansen,England,London,08/07/1945
465,Katy,Cline,Portugal,Lisbon,10/16/1985
466,Mari,Bradford,Portugal,Lisbon,08/26/1971
467,Stacy,Lowe,Portugal,Lisbon,01/08/1980
468,Irving,Crosby,Portugal,Lisbon,11/09/1994
469,Jeromy,Buck,England,London,07/10/1980
470,Jamey,Wolfe,England,Liverpool,01/13/1963
471,Joshua,Love,Portugal,Porto,07/04/2001
472,Rene,Potts,Portugal,Lisbon,11/02/1944
473,Travis,Dominguez,England,Liverpool,09/23/1988
474,Beau,Higgins,England,London,10/04/1974
475,Korey,Sargent,England,London,10/25/1967
476,Isabella,Scott,Belgium,Brussels,01/07/1982
477,Lucien,Price,Ireland,Limerick,03/17/1945
478,Christian,Velasquez,England,Liverpool,04/24/1981
479,Helena,Colon,Portugal,Porto,01/15/1946
480,Bertha,Nolan,Belgium,Brussels,04/07/1975
481,Omer,Pruitt,France,Paris,08/01/1953
482,Darnell,Boyle,Portugal,Braga,06/09/1959
