CustomerId,FirstName,LastName,Country,City,DOB
64,Warren,Burch,New Zealand,Christchurch,05/22/1947
65,Ilene,Harrell,New Zealand,Christchurch,06/14/1947
66,Thaddeus,Lawrence,New Zealand,Christchurch,01/09/1981
67,Enid,Ferguson,New Zealand,Tauranga,04/23/1966
68,Wallace,Conway,Australia,Burnie Tasmania,02/13/1956
69,Jeffry,Garner,New Zealand,Tauranga,05/17/1965
70,Avis,Emerson,New Zealand,Christchurch,11/03/1964
71,Todd,Hunt,New Zealand,Christchurch,10/15/1966
72,Bethany,Cherry,New Zealand,Christchurch,10/06/1976
73,Annmarie,Alexander,New Zealand,Christchurch,04/12/1975
74,Cara,Clay,Australia,Burnie Tasmania,06/18/1981
75,Estela,Macias,Australia,Burnie Tasmania,10/18/1958
76,Rodger,Pollard,New Zealand,Tauranga,05/14/1947
77,Nigel,Greene,New Zealand,Wellington,02/01/1960
78,Rosalyn,Vaughan,New Zealand,Christchurch,09/21/1975
79,Kim,Manning,Australia,Burnie Tasmania,04/12/1980
80,Wayne,Hardy,Australia,Burnie Tasmania,03/21/1980
81,Joe,Wallace,New Zealand,Christchurch,08/02/1984
82,Hilton,Davidson,New Zealand,Auckland,11/21/1960
83,Bethany,Battle,Australia,Burnie Tasmania,11/06/1984
84,Ryan,Holcomb,New Zealand,Auckland,11/12/1999
85,Sue,Cohen,Australia,Burnie Tasmania,10/21/1998
86,Elliot,Buckley,Australia,Burnie Tasmania,06/19/1987
87,Cedrick,Mills,Australia,Benalla,09/14/1944
88,Nelda,Fisher,New Zealand,Auckland,11/23/1986
89,Frankie,Randolph,New Zealand,Wellington,02/03/1951
90,Glenn,Copeland,Australia,Benalla,05/05/1990
91,Darius,Riggs,New Zealand,Wellington,07/19/1983
92,Christi,Webb,Australia,Sydney,08/24/1963
93,Katelyn,Contreras,New Zealand,Wellington,02/16/1957
94,Lidia,Morris,New Zealand,Wellington,10/08/1986
95,Elvira,Jarvis,Australia,Burnie Tasmania,03/01/1979
96,Joel,Bates,Australia,Burnie Tasmania,05/26/1971
97,Antoinette,Ayers,New Zealand,Christchurch,07/09/1964
98,Felipe,Bright,New Zealand,Wellington,03/04/1982
99,Joe,Wiggins,New Zealand,Auckland,11/11/1988
100,Abe,Britt,New Zealand,Tauranga,05/13/1976
101,Elton,McLeod,New Zealand,Auckland,09/27/1987
102,Spencer,Burke,New Zealand,Waihola,01/24/1961
103,Ivan,Forbes,New Zealand,Auckland,08/27/1977
104,Margarita,Langley,New Zealand,Cape Reinga,01/08/1996
105,Stanford,Barr,New Zealand,Christchurch,08/03/1989
106,Mable,Hatfield,New Zealand,Wellington,01/17/1946
107,Bryce,Stevens,New Zealand,Christchurch,07/20/1991
108,Aida,Lott,New Zealand,Auckland,02/04/1964
109,Hosea,Long,New Zealand,Auckland,01/17/1982
110,Twila,Grant,New Zealand,Tauranga,08/15/1992
111,Stacy,Rice,New Zealand,Tauranga,07/19/1991
112,Sophia,Barber,New Zealand,Auckland,01/25/1978
113,Lela,McClain,Australia,Sydney,07/12/1998
114,Dorian,Church,New Zealand,Wellington,02/23/1999
115,Terrence,Kidd,New Zealand,Wellington,09/12/1996
116,Alexandra,Sutton,New Zealand,Auckland,01/16/1964
117,Sonya,Ware,New Zealand,Christchurch,07/09/1959
118,Winfred,Soto,New Zealand,Auckland,02/18/1967
119,Kirby,Parsons,New Zealand,Christchurch,11/08/1983
120,Douglas,Delaney,New Zealand,Tauranga,01/08/1989
121,Marietta,Wilson,New Zealand,Christchurch,02/18/1949
122,Jeanette,Byrd,New Zealand,Christchurch,11/10/1951
123,Jame,Fulton,Australia,Shepparton,01/11/1978
124,Alonzo,McIntosh,New Zealand,Christchurch,08/08/1972
125,Paulette,Hale,Australia,Burnie Tasmania,03/27/1980
126,Ladonna,Gay,New Zealand,Christchurch,11/18/1954
127,Aida,Stanley,New Zealand,Waihola,09/14/1973
128,Amparo,Wolf,Australia,Burnie Tasmania,10/10/1967
129,Isabel,Martinez,Australia,Burnie Tasmania,09/21/1975
130,Jarred,Best,New Zealand,Christchurch,08/16/1978
131,Myra,Carroll,New Zealand,Auckland,05/01/1964
132,Abe,Glass,Australia,Benalla,07/17/1961
133,Jefferey,Blake,New Zealand,Auckland,11/10/1957
134,Alden,Duncan,Australia,Shepparton,07/26/1971
135,Calvin,Sherman,Australia,Shepparton,09/09/1956
136,Rickie,Burnett,New Zealand,Auckland,02/20/1952
137,Kenya,Prince,New Zealand,Christchurch,04/02/1966
138,Wilda,Acosta,New Zealand,Christchurch,11/26/1973
139,Dudley,Delgado,Australia,Sydney,09/06/1997
140,Leonel,Gutierrez,New Zealand,Christchurch,10/17/1951
141,Maggie,Chaney,Australia,Shepparton,03/09/1974
142,Vance,Velazquez,New Zealand,Christchurch,08/27/2002
143,Chuck,Spencer,New Zealand,Auckland,03/01/1967
144,Kelly,Whitney,New Zealand,Auckland,02/07/1992
145,Samantha,Byrd,New Zealand,Christchurch,09/26/1958
146,Valentine,Kelley,New Zealand,Tauranga,05/09/1978
147,Janine,Robertson,New Zealand,Tauranga,07/24/1959
148,Barbra,Wolf,New Zealand,Auckland,11/18/1947
149,Clyde,Whitaker,Australia,Devonport Tasmania,01/12/1982
150,Antone,Abbott,Australia,Devonport Tasmania,07/04/1970
151,Deidre,May,New Zealand,Christchurch,03/25/1976
152,Carey,Combs,New Zealand,Christchurch,09/08/1963
153,Curtis,Berger,Australia,Benalla,08/03/1951
154,Jules,Sexton,Australia,Burnie Tasmania,02/24/1960
155,Rachael,Johnston,Australia,Burnie Tasmania,02/14/1957
156,Dino,Nash,New Zealand,Auckland,04/19/1984
157,Chet,Baldwin,Australia,Burnie Tasmania,10/15/1982
158,Luann,Pacheco,New Zealand,Cape Reinga,08/02/1983
159,Janice,Olsen,New Zealand,Christchurch,07/14/1990
160,Oren,French,New Zealand,Wellington,05/04/1978
161,Dillon,Rush,New Zealand,Christchurch,02/05/1971
162,Caitlin,Case,New Zealand,Wellington,05/04/1960
163,Teresa,Walls,New Zealand,Christchurch,02/19/1983
164,Bethany,Gallegos,New Zealand,Christchurch,05/09/1973
165,Efrain,Espinoza,New Zealand,Christchurch,03/09/1948
166,Franklyn,Monroe,New Zealand,Tauranga,05/17/1952
167,Josephine,Vasquez,New Zealand,Tauranga,10/08/1987
168,Antonia,Owens,New Zealand,Christchurch,05/20/1950
169,Danny,Waters,New Zealand,Tauranga,07/21/1953
170,Summer,Rutledge,Australia,Burnie Tasmania,04/04/1973
171,Liliana,Vazquez,New Zealand,Cape Reinga,01/15/1999
172,Chelsea,Trujillo,New Zealand,Auckland,05/12/2001
173,Victor,Velez,Australia,Benalla,04/26/1983
174,Lacy,McBride,Australia,Burnie Tasmania,07/15/1959
175,Angel,English,New Zealand,Auckland,09/09/1974
176,Emmanuel,Norton,Australia,Shepparton,08/08/1948
177,Wanda,McLeod,New Zealand,Wellington,03/19/1991
178,Rudolph,McPherson,Australia,Burnie Tasmania,10/17/1956
179,Theron,Norman,New Zealand,Christchurch,02/23/1988
180,Milo,Glass,New Zealand,Christchurch,02/10/1947
181,Vicente,Chen,New Zealand,Auckland,01/03/1974
182,Nolan,Solomon,New Zealand,Auckland,04/03/1951
183,Mack,Payne,New Zealand,Christchurch,03/27/1956
184,Deena,Mayo,New Zealand,Tauranga,11/02/1961
185,Elvira,Singleton,Australia,Shepparton,07/06/1979
186,Cordell,Hebert,New Zealand,Auckland,06/21/1976
187,Jimmie,Hunter,New Zealand,Wellington,04/14/1944
188,Mitch,McCoy,Australia,Benalla,08/01/1982
189,Tara,Forbes,Australia,Burnie Tasmania,06/25/1981
190,Errol,Potter,New Zealand,Christchurch,10/17/1955
191,Earnest,Walsh,Australia,Burnie Tasmania,04/07/1984
192,Jamie,Caldwell,New Zealand,Auckland,07/06/1989
193,Dawn,Fischer,New Zealand,Wellington,02/03/2002
194,Branden,Hamilton,New Zealand,Auckland,04/25/1959
195,Bruce,Knapp,New Zealand,Christchurch,03/15/1994
196,Suzanne,Miles,New Zealand,Christchurch,06/12/1960
197,Toby,Brown,Australia,Devonport Tasmania,02/17/1974
198,Susana,Burnett,New Zealand,Christchurch,07/21/1967
199,Rey,Howard,Australia,Burnie Tasmania,06/07/1982
200,Rocky,Scott,New Zealand,Christchurch,10/15/1993
201,Terra,Austin,New Zealand,Christchurch,09/12/1970
202,Bernie,Bowman,New Zealand,Waihola,05/19/1974
203,James,Rivera,New Zealand,Wellington,08/21/1977
204,Carol,Espinoza,Australia,Burnie Tasmania,01/08/1986
205,Jerald,Steele,New Zealand,Auckland,11/24/1983
206,Bob,Booker,Australia,Benalla,07/12/1980
207,Ursula,Simon,Australia,Sydney,11/21/1989
208,Coleen,Foley,New Zealand,Christchurch,01/03/1956
209,Stephan,Anderson,New Zealand,Christchurch,06/19/1985
210,Fermin,Carney,New Zealand,Christchurch,08/23/1969
211,Jennie,Barr,New Zealand,Christchurch,05/09/1989
212,Ronald,Brewer,Australia,Devonport Tasmania,02/01/1970
213,Lou,McDowell,New Zealand,Christchurch,10/14/1943
214,Stefan,Huber,New Zealand,Christchurch,03/14/1957
215,Carey,Ferguson,Australia,Sydney,08/25/1944
216,Maureen,Duran,New Zealand,Christchurch,06/02/1959
217,Anita,Sims,New Zealand,Waihola,01/17/2000
218,Lamar,Roth,New Zealand,Auckland,01/05/2001
219,Pansy,Duffy,New Zealand,Tauranga,09/27/1982
220,Heidi,Cantrell,New Zealand,Auckland,08/10/1942
221,Bianca,Norton,New Zealand,Tauranga,06/11/1974
222,Mason,Chase,New Zealand,Wellington,11/02/1952
223,Santiago,Sargent,New Zealand,Waihola,08/07/1990
224,Mckinley,Watts,New Zealand,Tauranga,06/16/1988
225,Ramona,Sears,Australia,Burnie Tasmania,02/25/1950
226,Tara,Garcia,New Zealand,Christchurch,03/09/1991
227,Melinda,Clay,Australia,Burnie Tasmania,04/16/1995
228,Britt,Petersen,Australia,Shepparton,01/16/1943
229,Janelle,Baird,New Zealand,Christchurch,01/13/1956
230,Kyle,Jarvis,New Zealand,Cape Reinga,06/06/1950
231,Keneth,Carlson,New Zealand,Christchurch,07/25/1977
232,Tom,Merrill,New Zealand,Christchurch,09/14/1951
233,Susana,Neal,New Zealand,Auckland,08/22/1982
234,Duncan,Workman,Australia,Sydney,09/13/1990
235,Hayden,Meadows,New Zealand,Tauranga,07/23/1954
236,Jasmine,Hopper,Australia,Sydney,03/24/1989
237,Sherrie,Hanson,New Zealand,Tauranga,09/09/1999
238,Francis,Clemons,New Zealand,Christchurch,05/09/1996
239,Kim,Rosales,New Zealand,Wellington,01/25/1983
240,Claudette,Velez,New Zealand,Christchurch,11/24/1989
241,Odis,Maddox,New Zealand,Cape Reinga,07/24/1942
242,Josephine,Figueroa,New Zealand,Christchurch,02/21/1959
243,Charlie,Holt,Australia,Burnie Tasmania,07/27/1976
244,Dino,Hines,Australia,Devonport Tasmania,09/15/1943
245,Tonya,Good,Australia,Benalla,06/17/1951
246,Teodoro,Swanson,New Zealand,Tauranga,05/07/1968
247,Coleen,Paul,Australia,Devonport Tasmania,05/10/1943
248,Rudolf,Greene,New Zealand,Christchurch,11/09/1974
249,Robt,Harris,Australia,Shepparton,04/20/1964
250,Lanny,Dillon,Australia,Burnie Tasmania,06/17/1964
251,Winfred,Newman,Australia,Shepparton,09/09/1963
252,Phyllis,Torres,New Zealand,Christchurch,05/26/1975
253,Felipe,Serrano,New Zealand,Cape Reinga,02/19/1972
254,Thelma,Reed,New Zealand,Auckland,02/21/1989
255,Tamika,Koch,New Zealand,Christchurch,01/19/1986
256,Noah,Griffin,Australia,Burnie Tasmania,11/14/1994
257,Collin,Casey,New Zealand,Wellington,07/21/1984
258,Elton,Tillman,New Zealand,Cape Reinga,01/15/1968
259,Jessica,Weber,New Zealand,Christchurch,09/05/1948
260,Terry,Gomez,Australia,Sydney,06/03/1975
261,Darwin,Vega,New Zealand,Christchurch,06/26/1948
262,Nancy,Peters,New Zealand,Christchurch,02/16/1946
263,Kate,Dillard,Australia,Burnie Tasmania,07/01/1997
264,Porfirio,English,New Zealand,Tauranga,01/07/1942
265,Andrea,Kerr,New Zealand,Christchurch,10/19/1961
266,Dan,Newton,New Zealand,Auckland,07/06/1996
267,Kristin,Shannon,New Zealand,Christchurch,05/12/2001
268,Rashad,Newman,New Zealand,Auckland,03/22/1994
269,Debora,Andrews,New Zealand,Wellington,07/13/1952
270,Jarrett,Gentry,New Zealand,Cape Reinga,06/10/1947
271,Rashad,Pittman,New Zealand,Christchurch,07/19/1946
272,Kristina,Cross,New Zealand,Christchurch,06/20/1988
273,Cassie,Best,Australia,Sydney,11/01/1975
274,Rosie,Padilla,New Zealand,Christchurch,03/04/1945
275,Abraham,Oneil,Australia,Burnie Tasmania,05/02/1989
276,Toby,Schultz,New Zealand,Tauranga,06/20/1953
277,Dwain,Fields,New Zealand,Christchurch,04/13/2002
278,Lenora,Church,New Zealand,Christchurch,05/17/1946
279,Beau,Moore,Australia,Burnie Tasmania,11/05/1947
280,Maria,Gallegos,Australia,Burnie Tasmania,02/06/1968
281,Alissa,Hines,Australia,Burnie Tasmania,06/12/1944
282,Bruce,Riggs,New Zealand,Christchurch,08/08/2002
283,Lourdes,Weber,Australia,Burnie Tasmania,06/14/1976
284,Joshua,Walls,Australia,Burnie Tasmania,10/12/2002
285,Thurman,Allen,New Zealand,Wellington,03/21/1960
286,Esmeralda,Buchanan,New Zealand,Christchurch,04/11/1979
287,Dong,Quinn,New Zealand,Auckland,03/03/1952
288,Latonya,Benton,New Zealand,Wellington,02/17/1955
289,Dudley,Woodward,New Zealand,Waihola,08/05/1949
290,Darryl,Marks,Australia,Shepparton,06/23/1949
291,Leopoldo,Shaffer,New Zealand,Cape Reinga,05/21/1964
292,Arnold,Delacruz,New Zealand,Cape Reinga,01/05/1961
293,Jenny,Butler,Australia,Burnie Tasmania,10/03/1964
294,Darlene,Small,New Zealand,Christchurch,04/13/1962
295,Chance,Ramos,New Zealand,Christchurch,08/05/1945
296,Lowell,Wiley,New Zealand,Wellington,01/01/1970
297,Anna,Jefferson,New Zealand,Auckland,02/11/1991
298,Joan,Greer,Australia,Burnie Tasmania,09/11/1969
299,Lee,Ramirez,Australia,Shepparton,04/01/1960
300,Korey,Deleon,Australia,Burnie Tasmania,07/09/1946
301,Aimee,Rowe,New Zealand,Tauranga,01/17/1995
302,Nettie,Adams,Australia,Burnie Tasmania,07/08/1959
303,Angela,Cunningham,New Zealand,Auckland,06/07/1957
304,Reuben,Cochran,New Zealand,Wellington,07/14/1942
305,Deirdre,Yates,New Zealand,Tauranga,09/13/1992
306,Tad,Hutchinson,New Zealand,Christchurch,07/06/1995
307,Rolf,Wood,Australia,Sydney,05/23/1966
308,Candy,Odom,New Zealand,Wellington,07/25/1985
309,Eusebio,Wiley,New Zealand,Wellington,09/09/1947
310,Luke,Forbes,Australia,Devonport Tasmania,11/15/2001
311,Tristan,Walsh,New Zealand,Wellington,08/02/1967
312,Claudia,Harding,New Zealand,Christchurch,04/03/1949
313,Lyle,Barton,New Zealand,Cape Reinga,08/26/1965
314,Flossie,Molina,New Zealand,Tauranga,03/08/1946
315,Dwight,Adams,New Zealand,Auckland,11/15/1986
316,Frankie,Berger,Australia,Sydney,01/21/1986
317,Roxanne,Bonner,Australia,Burnie Tasmania,02/12/1947
318,Normand,Pena,Australia,Devonport Tasmania,05/14/1981
319,Julie,Pace,New Zealand,Christchurch,10/18/1982
320,Ezekiel,Neal,New Zealand,Auckland,02/24/1959
321,Catalina,Knight,New Zealand,Auckland,11/24/1966
322,Carmella,Good,New Zealand,Christchurch,09/02/1995
323,Sophie,Reilly,New Zealand,Waihola,06/14/1998
324,Franklyn,Savage,New Zealand,Christchurch,08/10/1954
325,Rosanne,Gillespie,New Zealand,Wellington,08/05/1963
326,Bernard,Mathis,New Zealand,Christchurch,11/21/1991
327,Chasity,Holland,New Zealand,Wellington,09/04/1983
328,Claud,Grant,New Zealand,Tauranga,11/14/1975
329,Corey,Moody,Australia,Shepparton,07/22/1997
330,Marcel,Lambert,Australia,Burnie Tasmania,05/19/1996
331,Rodrick,Lowe,New Zealand,Waihola,07/24/1954
332,Gail,Lawrence,New Zealand,Wellington,09/23/1958
333,Agnes,Emerson,Australia,Burnie Tasmania,04/08/1947
334,Brigitte,Hansen,Australia,Devonport Tasmania,02/04/1977
335,Brittany,Contreras,Australia,Devonport Tasmania,02/08/2002
336,Tonia,Butler,New Zealand,Auckland,02/05/2001
337,Kurt,Golden,Australia,Burnie Tasmania,04/23/1973
338,Concepcion,Avery,Australia,Sydney,02/08/1992
339,Roy,Rodriguez,New Zealand,Wellington,02/20/1950
340,Bettye,McDowell,Australia,Shepparton,08/14/1996
341,Beulah,Diaz,Australia,Burnie Tasmania,09/11/1971
342,Ivy,Moses,New Zealand,Auckland,06/19/1977
343,Harland,Carpenter,Australia,Burnie Tasmania,06/11/1960
344,Antony,Gillespie,New Zealand,Tauranga,04/24/1970
345,Taylor,Webb,Australia,Devonport Tasmania,05/15/1999
346,Marguerite,Johnston,New Zealand,Christchurch,11/06/1980
347,Marquita,Bryan,New Zealand,Christchurch,11/23/1962
348,Joanna,Kerr,New Zealand,Waihola,11/21/1990
349,Donna,Byrd,Australia,Burnie Tasmania,10/11/1981
350,Bret,Burris,Australia,Burnie Tasmania,10/17/1978
351,Danial,Morton,New Zealand,Auckland,11/07/1968
352,Bruce,Gardner,New Zealand,Christchurch,07/15/1998
353,Nannie,Hester,New Zealand,Tauranga,11/01/1992
354,Rico,Blankenship,New Zealand,Christchurch,08/15/1986
355,Bethany,Munoz,Australia,Burnie Tasmania,04/25/1984
356,Adriana,Vaughn,New Zealand,Christchurch,04/24/1951
357,Ashlee,Pacheco,Australia,Burnie Tasmania,08/23/1964
358,Javier,Richmond,New Zealand,Tauranga,01/20/1966
359,Felix,Bradley,Australia,Burnie Tasmania,11/20/1972
360,Seymour,Morales,Australia,Burnie Tasmania,10/02/1959
361,Adam,Sims,Australia,Burnie Tasmania,05/26/1984
362,Mai,Greene,New Zealand,Cape Reinga,04/19/1969
363,Chi,Walls,New Zealand,Auckland,09/24/1999
364,Cole,Schwartz,New Zealand,Wellington,08/25/1957
365,Rose,Cote,New Zealand,Christchurch,06/27/1993
366,Cleo,Vincent,New Zealand,Tauranga,08/14/1973
367,Nelson,Brady,Australia,Devonport Tasmania,04/17/1973
368,Deshawn,Sutton,New Zealand,Christchurch,05/22/1951
369,Delmer,Merrill,New Zealand,Christchurch,07/09/1996
370,Hubert,Ortiz,New Zealand,Christchurch,11/05/1986
371,Winifred,Moses,New Zealand,Auckland,05/08/1950
372,Olin,Lindsey,Australia,Burnie Tasmania,11/06/1968
373,Cristopher,Lang,Australia,Devonport Tasmania,05/09/1944
374,Russ,Harper,Australia,Burnie Tasmania,02/23/1952
375,Haley,Morgan,Australia,Devonport Tasmania,10/08/1964
376,Lucille,Page,Australia,Burnie Tasmania,10/20/1949
377,Anibal,Olson,New Zealand,Cape Reinga,04/15/1979
378,Gertrude,Armstrong,Australia,Shepparton,09/10/1986
379,Landon,Johns,New Zealand,Tauranga,06/05/1948
380,Esteban,Bennett,Australia,Burnie Tasmania,10/19/1943
381,Alisa,Taylor,New Zealand,Wellington,06/17/1974
382,Trent,Golden,New Zealand,Tauranga,08/15/1970
383,Jerold,Small,New Zealand,Cape Reinga,06/15/1996
384,Kirk,Lawson,New Zealand,Auckland,08/03/1951
385,David,Dickson,New Zealand,Christchurch,02/12/1977
386,Beverly,Sheppard,Australia,Burnie Tasmania,09/15/1984
387,Greg,Hopper,Australia,Burnie Tasmania,10/20/1972
388,Ruby,Wheeler,Australia,Sydney,09/21/1956
389,Tammy,Leon,New Zealand,Cape Reinga,02/22/1994
390,Boyd,Wong,Australia,Burnie Tasmania,08/21/1945
391,Boyce,Gutierrez,New Zealand,Waihola,01/02/1992
392,Pablo,Stevenson,New Zealand,Christchurch,02/06/1988
393,Goldie,Nolan,New Zealand,Christchurch,03/26/1967
394,Darnell,Boyle,New Zealand,Waihola,06/09/1959
395,Kitty,Hinton,Australia,Burnie Tasmania,09/06/1971
396,Alonso,Powell,New Zealand,Christchurch,10/15/1975
397,Stacy,Dunlap,New Zealand,Waihola,04/06/1979
398,Francesca,Norris,New Zealand,Christchurch,07/26/1998
399,Isaias,Herring,New Zealand,Tauranga,04/22/1994
400,Brigitte,Roberts,New Zealand,Auckland,01/13/1948
401,Allie,Chang,New Zealand,Christchurch,02/21/1997
402,Dorian,George,New Zealand,Christchurch,10/09/1965
403,Luann,Ramirez,Australia,Devonport Tasmania,05/19/1943
404,David,Walker,Australia,Burnie Tasmania,03/02/1967
405,Adrienne,Schwartz,New Zealand,Tauranga,03/12/1979
406,Lucia,Meyers,New Zealand,Christchurch,10/01/1948
407,Adrian,Coffey,New Zealand,Christchurch,08/04/1952
408,Heath,Howell,Australia,Burnie Tasmania,08/26/1976
409,Kayla,Stanley,New Zealand,Tauranga,06/16/1958
410,Derrick,Kirkland,New Zealand,Tauranga,01/04/1995
411,Elsa,Levine,Australia,Benalla,01/12/1943
412,Corinne,Cooke,Australia,Burnie Tasmania,01/05/1953
413,Orville,Spears,New Zealand,Christchurch,02/24/1955
414,Reba,Preston,New Zealand,Wellington,08/12/2000
415,Erasmo,Bright,New Zealand,Christchurch,08/25/1949
416,Tom,Gonzalez,New Zealand,Christchurch,05/09/1985
417,Thanh,Simpson,New Zealand,Tauranga,11/14/1971
418,Cornell,Molina,New Zealand,Waihola,05/11/1967
419,Billy,Klein,New Zealand,Tauranga,04/02/1975
420,Carroll,Jimenez,New Zealand,Auckland,05/22/1948
421,Brooks,Snider,New Zealand,Christchurch,11/21/1999
422,Sharon,Butler,New Zealand,Auckland,05/21/1987
423,Derek,Lara,New Zealand,Waihola,03/22/1962
424,Antonio,Mills,New Zealand,Wellington,11/21/1947
425,Pansy,Moss,New Zealand,Cape Reinga,08/02/1969
426,Parker,Wong,New Zealand,Christchurch,06/27/1970
427,Lawrence,Spencer,Australia,Burnie Tasmania,01/12/1977
428,Noreen,Lawrence,Australia,Burnie Tasmania,08/01/1958
429,Milagros,Bailey,New Zealand,Wellington,10/01/1966
430,Nestor,Dawson,New Zealand,Auckland,10/05/1995
431,Georgina,Frank,Australia,Burnie Tasmania,07/25/1998
432,Kim,Fields,New Zealand,Wellington,07/01/1993
433,Mac,Henderson,New Zealand,Christchurch,05/11/1959
434,Carol,Cortez,Australia,Benalla,11/09/1985
435,Mervin,Hamilton,Australia,Sydney,03/21/1954
436,Peter,Workman,Australia,Shepparton,04/20/1998
437,Lelia,Hoover,Australia,Shepparton,07/17/1953
438,Nestor,McKinney,Australia,Benalla,10/14/1948
439,Werner,Beard,Australia,Benalla,07/27/1967
440,Deloris,Zimmerman,New Zealand,Christchurch,02/04/1965
441,Lana,Finch,Australia,Burnie Tasmania,10/16/1984
442,Will,Patton,New Zealand,Auckland,02/14/1991
443,Donny,Solomon,New Zealand,Christchurch,10/20/1949
444,Penny,Gill,New Zealand,Christchurch,03/27/1963
445,Dusty,House,Australia,Devonport Tasmania,04/24/1982
446,Pam,Joyce,Australia,Burnie Tasmania,08/11/1983
447,Veronica,Anthony,New Zealand,Christchurch,08/14/1991
448,Antoinette,Frederick,New Zealand,Cape Reinga,07/17/1998
449,Gabrielle,Stanley,New Zealand,Wellington,05/12/1987
450,Jason,Harrison,New Zealand,Wellington,03/02/1981
451,Antwan,Fischer,New Zealand,Christchurch,03/14/1985
452,Mai,Saunders,New Zealand,Waihola,06/03/1988
453,Micheal,Mann,New Zealand,Christchurch,07/11/1947
454,Korey,Dillon,Australia,Sydney,08/13/1964
455,Merle,Bridges,Australia,Shepparton,06/02/1956
456,Manuela,Ashley,Australia,Devonport Tasmania,06/08/1995
457,Magdalena,Pruitt,Australia,Sydney,09/09/1974
